Lat,Lon,FishSp,HabitatType
60,-170,platichthys stellatus,rock
62.5,-165,platichthys stellatus,soft-sediment
62.5,-165,platichthys stellatus,mud
62.5,-165,platichthys stellatus,sand
62.5,-165,platichthys stellatus,rock
63,-175,platichthys stellatus,soft-sediment
63,-175,platichthys stellatus,mud
63,-175,platichthys stellatus,sand
63,-175,platichthys stellatus,rock
63,-168,platichthys stellatus,soft-sediment
63,-168,platichthys stellatus,mud
63,-168,platichthys stellatus,sand
63,-168,platichthys stellatus,rock
64,-167,platichthys stellatus,soft-sediment
64,-167,platichthys stellatus,mud
64,-167,platichthys stellatus,sand
64,-167,platichthys stellatus,rock
36.5,-125,platichthys stellatus,
38,-126,platichthys stellatus,
40,-127,platichthys stellatus,
42.5,-127.5,platichthys stellatus,
44,-127.5,platichthys stellatus,
47,-127.5,platichthys stellatus,
50,-132,platichthys stellatus,
50.6,-178.81,platichthys stellatus,
51.28,-172.92,platichthys stellatus,
51.28,174.5,platichthys stellatus,
52.95,-165.27,platichthys stellatus,
53.81,170.81,platichthys stellatus,
53.92,-159.82,platichthys stellatus,
54.36,179.51,platichthys stellatus,
55.15,-165.98,platichthys stellatus,
55.23,-136.01,platichthys stellatus,
55.23,-154.9,platichthys stellatus,
56.73,-170.11,platichthys stellatus,
56.9,-151.21,platichthys stellatus,
57,-174,platichthys stellatus,
57,-160,platichthys stellatus,
57.61,-137.59,platichthys stellatus,
58,-164,platichthys stellatus,
58.22,-174.77,platichthys stellatus,
58.84,-140.6,platichthys stellatus,
59,-166,platichthys stellatus,
59.1,-144.97,platichthys stellatus,
60,-170,platichthys stellatus,
62.5,-165,platichthys stellatus,
63,-175,platichthys stellatus,
63,-168,platichthys stellatus,
64,-167,platichthys stellatus,
50.6,-178.81,pleuronectes quadrituberculatus,mud
50.6,-178.81,pleuronectes quadrituberculatus,sand
50.6,-178.81,pleuronectes quadrituberculatus,soft-sediment
51.28,-172.92,pleuronectes quadrituberculatus,mud
51.28,-172.92,pleuronectes quadrituberculatus,sand
51.28,-172.92,pleuronectes quadrituberculatus,soft-sediment
51.28,174.5,pleuronectes quadrituberculatus,mud
51.28,174.5,pleuronectes quadrituberculatus,sand
51.28,174.5,pleuronectes quadrituberculatus,soft-sediment
52,-140,pleuronectes quadrituberculatus,mud
52,-140,pleuronectes quadrituberculatus,sand
52,-140,pleuronectes quadrituberculatus,soft-sediment
52,-180,pleuronectes quadrituberculatus,mud
52,-180,pleuronectes quadrituberculatus,sand
52,-180,pleuronectes quadrituberculatus,soft-sediment
53,-163,pleuronectes quadrituberculatus,mud
53,-163,pleuronectes quadrituberculatus,sand
53,-163,pleuronectes quadrituberculatus,soft-sediment
53.81,170.81,pleuronectes quadrituberculatus,mud
53.81,170.81,pleuronectes quadrituberculatus,sand
53.81,170.81,pleuronectes quadrituberculatus,soft-sediment
53.92,-159.82,pleuronectes quadrituberculatus,mud
53.92,-159.82,pleuronectes quadrituberculatus,sand
53.92,-159.82,pleuronectes quadrituberculatus,soft-sediment
54.36,179.51,pleuronectes quadrituberculatus,mud
54.36,179.51,pleuronectes quadrituberculatus,sand
54.36,179.51,pleuronectes quadrituberculatus,soft-sediment
55,-152,pleuronectes quadrituberculatus,mud
55,-152,pleuronectes quadrituberculatus,sand
55,-152,pleuronectes quadrituberculatus,soft-sediment
55.15,-165.98,pleuronectes quadrituberculatus,mud
55.15,-165.98,pleuronectes quadrituberculatus,sand
55.15,-165.98,pleuronectes quadrituberculatus,soft-sediment
55.23,-136.01,pleuronectes quadrituberculatus,mud
55.23,-136.01,pleuronectes quadrituberculatus,sand
55.23,-136.01,pleuronectes quadrituberculatus,soft-sediment
55.23,-154.9,pleuronectes quadrituberculatus,mud
55.23,-154.9,pleuronectes quadrituberculatus,sand
55.23,-154.9,pleuronectes quadrituberculatus,soft-sediment
56.73,-170.11,pleuronectes quadrituberculatus,mud
56.73,-170.11,pleuronectes quadrituberculatus,sand
56.73,-170.11,pleuronectes quadrituberculatus,soft-sediment
56.9,-151.21,pleuronectes quadrituberculatus,mud
56.9,-151.21,pleuronectes quadrituberculatus,sand
56.9,-151.21,pleuronectes quadrituberculatus,soft-sediment
57,-174,pleuronectes quadrituberculatus,mud
57,-174,pleuronectes quadrituberculatus,sand
57,-174,pleuronectes quadrituberculatus,soft-sediment
57,-160,pleuronectes quadrituberculatus,mud
57,-160,pleuronectes quadrituberculatus,sand
57,-160,pleuronectes quadrituberculatus,soft-sediment
57.61,-137.59,pleuronectes quadrituberculatus,mud
57.61,-137.59,pleuronectes quadrituberculatus,sand
57.61,-137.59,pleuronectes quadrituberculatus,soft-sediment
58,-164,pleuronectes quadrituberculatus,mud
58,-164,pleuronectes quadrituberculatus,sand
58,-164,pleuronectes quadrituberculatus,soft-sediment
58.22,-174.77,pleuronectes quadrituberculatus,mud
58.22,-174.77,pleuronectes quadrituberculatus,sand
58.22,-174.77,pleuronectes quadrituberculatus,soft-sediment
58.84,-140.6,pleuronectes quadrituberculatus,mud
58.84,-140.6,pleuronectes quadrituberculatus,sand
58.84,-140.6,pleuronectes quadrituberculatus,soft-sediment
59,-166,pleuronectes quadrituberculatus,mud
59,-166,pleuronectes quadrituberculatus,sand
59,-166,pleuronectes quadrituberculatus,soft-sediment
59.1,-144.97,pleuronectes quadrituberculatus,mud
59.1,-144.97,pleuronectes quadrituberculatus,sand
59.1,-144.97,pleuronectes quadrituberculatus,soft-sediment
60,-170,pleuronectes quadrituberculatus,mud
60,-170,pleuronectes quadrituberculatus,sand
60,-170,pleuronectes quadrituberculatus,soft-sediment
43.17,-64.31,pomatomus saltatrix,
43.7,-66.95,pomatomus saltatrix,
42.91,-69.08,pomatomus saltatrix,
41.41,-69.1,pomatomus saltatrix,
39.94,-71.76,pomatomus saltatrix,
36.16,-74.37,pomatomus saltatrix,
38.36,-74.37,pomatomus saltatrix,
34.32,-76.24,pomatomus saltatrix,
32.54,-79.27,pomatomus saltatrix,
25.92,-79.71,pomatomus saltatrix,
28.78,-79.93,pomatomus saltatrix,
30.84,-80.5,pomatomus saltatrix,
43.17,-64.31,pomatomus saltatrix,sand
43.17,-64.31,pomatomus saltatrix,mud
43.17,-64.31,pomatomus saltatrix,soft-sediment
43.17,-64.31,pomatomus saltatrix,seagrass
43.17,-64.31,pomatomus saltatrix,macroalgae
43.7,-66.95,pomatomus saltatrix,sand
43.7,-66.95,pomatomus saltatrix,mud
43.7,-66.95,pomatomus saltatrix,soft-sediment
43.7,-66.95,pomatomus saltatrix,seagrass
43.7,-66.95,pomatomus saltatrix,macroalgae
42.91,-69.08,pomatomus saltatrix,sand
42.91,-69.08,pomatomus saltatrix,mud
42.91,-69.08,pomatomus saltatrix,soft-sediment
42.91,-69.08,pomatomus saltatrix,seagrass
42.91,-69.08,pomatomus saltatrix,macroalgae
41.41,-69.1,pomatomus saltatrix,sand
41.41,-69.1,pomatomus saltatrix,mud
41.41,-69.1,pomatomus saltatrix,soft-sediment
41.41,-69.1,pomatomus saltatrix,seagrass
41.41,-69.1,pomatomus saltatrix,macroalgae
39.94,-71.76,pomatomus saltatrix,sand
39.94,-71.76,pomatomus saltatrix,mud
39.94,-71.76,pomatomus saltatrix,soft-sediment
39.94,-71.76,pomatomus saltatrix,seagrass
39.94,-71.76,pomatomus saltatrix,macroalgae
36.16,-74.37,pomatomus saltatrix,sand
36.16,-74.37,pomatomus saltatrix,mud
36.16,-74.37,pomatomus saltatrix,soft-sediment
36.16,-74.37,pomatomus saltatrix,seagrass
36.16,-74.37,pomatomus saltatrix,macroalgae
38.36,-74.37,pomatomus saltatrix,sand
38.36,-74.37,pomatomus saltatrix,mud
38.36,-74.37,pomatomus saltatrix,soft-sediment
38.36,-74.37,pomatomus saltatrix,seagrass
38.36,-74.37,pomatomus saltatrix,macroalgae
34.32,-76.24,pomatomus saltatrix,sand
34.32,-76.24,pomatomus saltatrix,mud
34.32,-76.24,pomatomus saltatrix,soft-sediment
34.32,-76.24,pomatomus saltatrix,seagrass
34.32,-76.24,pomatomus saltatrix,macroalgae
32.54,-79.27,pomatomus saltatrix,sand
32.54,-79.27,pomatomus saltatrix,mud
32.54,-79.27,pomatomus saltatrix,soft-sediment
32.54,-79.27,pomatomus saltatrix,seagrass
32.54,-79.27,pomatomus saltatrix,macroalgae
25.92,-79.71,pomatomus saltatrix,sand
25.92,-79.71,pomatomus saltatrix,mud
25.92,-79.71,pomatomus saltatrix,soft-sediment
25.92,-79.71,pomatomus saltatrix,seagrass
25.92,-79.71,pomatomus saltatrix,macroalgae
28.78,-79.93,pomatomus saltatrix,sand
28.78,-79.93,pomatomus saltatrix,mud
28.78,-79.93,pomatomus saltatrix,soft-sediment
28.78,-79.93,pomatomus saltatrix,seagrass
28.78,-79.93,pomatomus saltatrix,macroalgae
30.84,-80.5,pomatomus saltatrix,sand
30.84,-80.5,pomatomus saltatrix,mud
30.84,-80.5,pomatomus saltatrix,soft-sediment
30.84,-80.5,pomatomus saltatrix,seagrass
30.84,-80.5,pomatomus saltatrix,macroalgae
55.23,-136.01,reinhardtius hippoglossoides,
57.61,-137.59,reinhardtius hippoglossoides,
58.84,-140.6,reinhardtius hippoglossoides,
59.1,-144.97,reinhardtius hippoglossoides,
56.9,-151.21,reinhardtius hippoglossoides,
55.23,-154.9,reinhardtius hippoglossoides,
53.92,-159.82,reinhardtius hippoglossoides,
52.95,-165.27,reinhardtius hippoglossoides,
51.28,-172.92,reinhardtius hippoglossoides,
50.6,-178.81,reinhardtius hippoglossoides,
51.28,174.5,reinhardtius hippoglossoides,
53.81,170.81,reinhardtius hippoglossoides,
54.36,179.51,reinhardtius hippoglossoides,
57,-174,reinhardtius hippoglossoides,
58.22,-174.77,reinhardtius hippoglossoides,
56.73,-170.11,reinhardtius hippoglossoides,
55.15,-165.98,reinhardtius hippoglossoides,
60,-170,reinhardtius hippoglossoides,
63,-175,reinhardtius hippoglossoides,
63,-168,reinhardtius hippoglossoides,
64,-167,reinhardtius hippoglossoides,
62.5,-165,reinhardtius hippoglossoides,
55.23,-136.01,reinhardtius hippoglossoides,sand
55.23,-136.01,reinhardtius hippoglossoides,mud
57.61,-137.59,reinhardtius hippoglossoides,sand
57.61,-137.59,reinhardtius hippoglossoides,mud
58.84,-140.6,reinhardtius hippoglossoides,sand
58.84,-140.6,reinhardtius hippoglossoides,mud
59.1,-144.97,reinhardtius hippoglossoides,sand
59.1,-144.97,reinhardtius hippoglossoides,mud
56.9,-151.21,reinhardtius hippoglossoides,sand
56.9,-151.21,reinhardtius hippoglossoides,mud
55.23,-154.9,reinhardtius hippoglossoides,sand
55.23,-154.9,reinhardtius hippoglossoides,mud
53.92,-159.82,reinhardtius hippoglossoides,sand
53.92,-159.82,reinhardtius hippoglossoides,mud
52.95,-165.27,reinhardtius hippoglossoides,sand
52.95,-165.27,reinhardtius hippoglossoides,mud
51.28,-172.92,reinhardtius hippoglossoides,sand
51.28,-172.92,reinhardtius hippoglossoides,mud
50.6,-178.81,reinhardtius hippoglossoides,sand
50.6,-178.81,reinhardtius hippoglossoides,mud
51.28,174.5,reinhardtius hippoglossoides,sand
51.28,174.5,reinhardtius hippoglossoides,mud
53.81,170.81,reinhardtius hippoglossoides,sand
53.81,170.81,reinhardtius hippoglossoides,mud
54.36,179.51,reinhardtius hippoglossoides,sand
54.36,179.51,reinhardtius hippoglossoides,mud
57,-174,reinhardtius hippoglossoides,sand
57,-174,reinhardtius hippoglossoides,mud
58.22,-174.77,reinhardtius hippoglossoides,sand
58.22,-174.77,reinhardtius hippoglossoides,mud
56.73,-170.11,reinhardtius hippoglossoides,sand
56.73,-170.11,reinhardtius hippoglossoides,mud
55.15,-165.98,reinhardtius hippoglossoides,sand
55.15,-165.98,reinhardtius hippoglossoides,mud
60,-170,reinhardtius hippoglossoides,sand
60,-170,reinhardtius hippoglossoides,mud
63,-175,reinhardtius hippoglossoides,sand
63,-175,reinhardtius hippoglossoides,mud
63,-168,reinhardtius hippoglossoides,sand
63,-168,reinhardtius hippoglossoides,mud
64,-167,reinhardtius hippoglossoides,sand
64,-167,reinhardtius hippoglossoides,mud
62.5,-165,reinhardtius hippoglossoides,sand
62.5,-165,reinhardtius hippoglossoides,mud
26.64,-96.8,rhizoprionodon terraenovae,sand
26.64,-96.8,rhizoprionodon terraenovae,seagrass
26.64,-96.8,rhizoprionodon terraenovae,mud
28.11,-95.97,rhizoprionodon terraenovae,sand
28.11,-95.97,rhizoprionodon terraenovae,seagrass
28.11,-95.97,rhizoprionodon terraenovae,mud
28.64,-94.65,rhizoprionodon terraenovae,sand
28.64,-94.65,rhizoprionodon terraenovae,seagrass
28.64,-94.65,rhizoprionodon terraenovae,mud
28.43,-90.83,rhizoprionodon terraenovae,sand
28.43,-90.83,rhizoprionodon terraenovae,seagrass
28.43,-90.83,rhizoprionodon terraenovae,mud
29.62,-87.96,rhizoprionodon terraenovae,sand
29.62,-87.96,rhizoprionodon terraenovae,seagrass
29.62,-87.96,rhizoprionodon terraenovae,mud
28.38,-84.21,rhizoprionodon terraenovae,sand
28.38,-84.21,rhizoprionodon terraenovae,seagrass
28.38,-84.21,rhizoprionodon terraenovae,mud
25.28,-82.74,rhizoprionodon terraenovae,sand
25.28,-82.74,rhizoprionodon terraenovae,seagrass
25.28,-82.74,rhizoprionodon terraenovae,mud
25.92,-79.71,rhizoprionodon terraenovae,sand
25.92,-79.71,rhizoprionodon terraenovae,seagrass
25.92,-79.71,rhizoprionodon terraenovae,mud
28.78,-79.93,rhizoprionodon terraenovae,sand
28.78,-79.93,rhizoprionodon terraenovae,seagrass
28.78,-79.93,rhizoprionodon terraenovae,mud
30.84,-80.5,rhizoprionodon terraenovae,sand
30.84,-80.5,rhizoprionodon terraenovae,seagrass
30.84,-80.5,rhizoprionodon terraenovae,mud
32.54,-79.27,rhizoprionodon terraenovae,sand
32.54,-79.27,rhizoprionodon terraenovae,seagrass
32.54,-79.27,rhizoprionodon terraenovae,mud
26.64,-96.8,rhizoprionodon terraenovae,
28.11,-95.97,rhizoprionodon terraenovae,
28.64,-94.65,rhizoprionodon terraenovae,
28.43,-90.83,rhizoprionodon terraenovae,
29.62,-87.96,rhizoprionodon terraenovae,
28.38,-84.21,rhizoprionodon terraenovae,
25.28,-82.74,rhizoprionodon terraenovae,
25.92,-79.71,rhizoprionodon terraenovae,
28.78,-79.93,rhizoprionodon terraenovae,
30.84,-80.5,rhizoprionodon terraenovae,
32.54,-79.27,rhizoprionodon terraenovae,
41,-68,scomber scombrus,
40,-72,scomber scombrus,
38,-73,scomber scombrus,
37,-75,scomber scombrus,
43.5,-67.17,scomber scombrus,
44.2,-62.02,scomber scombrus,
46.8,-59.63,scomber scombrus,
47.15,-62.97,scomber scombrus,
49.82,-59.12,scomber scombrus,
52.82,-55.08,scomber scombrus,
55.85,-55.9,scomber scombrus,
22.96,-112.45,scorpaena guttata,
27.5,-119.88,scorpaena guttata,
32.8,-123.82,scorpaena guttata,
36.5,-125,scorpaena guttata,
22.96,-112.45,scorpaena guttata,rock
22.96,-112.45,scorpaena guttata,reef
22.96,-112.45,scorpaena guttata,macroalgae
22.96,-112.45,scorpaena guttata,sand
22.96,-112.45,scorpaena guttata,mud
27.5,-119.88,scorpaena guttata,rock
27.5,-119.88,scorpaena guttata,reef
27.5,-119.88,scorpaena guttata,macroalgae
27.5,-119.88,scorpaena guttata,sand
27.5,-119.88,scorpaena guttata,mud
32.8,-123.82,scorpaena guttata,rock
32.8,-123.82,scorpaena guttata,reef
32.8,-123.82,scorpaena guttata,macroalgae
32.8,-123.82,scorpaena guttata,sand
32.8,-123.82,scorpaena guttata,mud
36.5,-125,scorpaena guttata,rock
36.5,-125,scorpaena guttata,reef
36.5,-125,scorpaena guttata,macroalgae
36.5,-125,scorpaena guttata,sand
36.5,-125,scorpaena guttata,mud
22.96,-112.45,scorpaenichthys marmoratus,rock
22.96,-112.45,scorpaenichthys marmoratus,macroalgae
27.5,-119.88,scorpaenichthys marmoratus,rock
27.5,-119.88,scorpaenichthys marmoratus,macroalgae
32.8,-123.82,scorpaenichthys marmoratus,rock
32.8,-123.82,scorpaenichthys marmoratus,macroalgae
36.5,-125,scorpaenichthys marmoratus,rock
36.5,-125,scorpaenichthys marmoratus,macroalgae
38,-126,scorpaenichthys marmoratus,rock
38,-126,scorpaenichthys marmoratus,macroalgae
40,-127,scorpaenichthys marmoratus,rock
40,-127,scorpaenichthys marmoratus,macroalgae
42.5,-127.5,scorpaenichthys marmoratus,rock
42.5,-127.5,scorpaenichthys marmoratus,macroalgae
44,-127.5,scorpaenichthys marmoratus,rock
44,-127.5,scorpaenichthys marmoratus,macroalgae
47,-127.5,scorpaenichthys marmoratus,rock
47,-127.5,scorpaenichthys marmoratus,macroalgae
50,-132,scorpaenichthys marmoratus,rock
50,-132,scorpaenichthys marmoratus,macroalgae
55.23,-136.01,scorpaenichthys marmoratus,rock
55.23,-136.01,scorpaenichthys marmoratus,macroalgae
57.61,-137.59,scorpaenichthys marmoratus,rock
57.61,-137.59,scorpaenichthys marmoratus,macroalgae
58.84,-140.6,scorpaenichthys marmoratus,rock
58.84,-140.6,scorpaenichthys marmoratus,macroalgae
59.1,-144.97,scorpaenichthys marmoratus,rock
59.1,-144.97,scorpaenichthys marmoratus,macroalgae
22.96,-112.45,scorpaenichthys marmoratus,
27.5,-119.88,scorpaenichthys marmoratus,
32.8,-123.82,scorpaenichthys marmoratus,
36.5,-125,scorpaenichthys marmoratus,
38,-126,scorpaenichthys marmoratus,
40,-127,scorpaenichthys marmoratus,
42.5,-127.5,scorpaenichthys marmoratus,
44,-127.5,scorpaenichthys marmoratus,
47,-127.5,scorpaenichthys marmoratus,
50,-132,scorpaenichthys marmoratus,
55.23,-136.01,scorpaenichthys marmoratus,
57.61,-137.59,scorpaenichthys marmoratus,
58.84,-140.6,scorpaenichthys marmoratus,
59.1,-144.97,scorpaenichthys marmoratus,
22.96,-112.45,scorpaenichthys marmoratus,reef
22.96,-112.45,scorpaenichthys marmoratus,seagrass
27.5,-119.88,scorpaenichthys marmoratus,reef
27.5,-119.88,scorpaenichthys marmoratus,seagrass
32.8,-123.82,scorpaenichthys marmoratus,reef
32.8,-123.82,scorpaenichthys marmoratus,seagrass
36.5,-125,scorpaenichthys marmoratus,reef
36.5,-125,scorpaenichthys marmoratus,seagrass
38,-126,scorpaenichthys marmoratus,reef
38,-126,scorpaenichthys marmoratus,seagrass
40,-127,scorpaenichthys marmoratus,reef
40,-127,scorpaenichthys marmoratus,seagrass
42.5,-127.5,scorpaenichthys marmoratus,reef
42.5,-127.5,scorpaenichthys marmoratus,seagrass
44,-127.5,scorpaenichthys marmoratus,reef
44,-127.5,scorpaenichthys marmoratus,seagrass
47,-127.5,scorpaenichthys marmoratus,reef
47,-127.5,scorpaenichthys marmoratus,seagrass
50,-132,scorpaenichthys marmoratus,reef
50,-132,scorpaenichthys marmoratus,seagrass
55.23,-136.01,scorpaenichthys marmoratus,reef
55.23,-136.01,scorpaenichthys marmoratus,seagrass
57.61,-137.59,scorpaenichthys marmoratus,reef
57.61,-137.59,scorpaenichthys marmoratus,seagrass
58.84,-140.6,scorpaenichthys marmoratus,reef
58.84,-140.6,scorpaenichthys marmoratus,seagrass
59.1,-144.97,scorpaenichthys marmoratus,reef
59.1,-144.97,scorpaenichthys marmoratus,seagrass
69.21,-56.07,sebastes mentella,
63.85,-60.77,sebastes mentella,
56.46,-55.81,sebastes mentella,
47.24,-50.88,sebastes mentella,
53.04,-44.03,sebastes mentella,
58.49,-41,sebastes mentella,
62.92,-36.03,sebastes mentella,
64.86,-28.16,sebastes mentella,
62.22,-19.82,sebastes mentella,
67.89,-18.37,sebastes mentella,
64.77,-9.93,sebastes mentella,
70,0,sebastes mentella,
74,5,sebastes mentella,
70,20,sebastes mentella,
75,30,sebastes mentella,
78,30,sebastes mentella,
80,12,sebastes mentella,
75,10,sebastes mentella,
41,-68,sebastes spp,
43.5,-67.17,sebastes spp,
44.2,-62.02,sebastes spp,
46.8,-59.63,sebastes spp,
47.15,-62.97,sebastes spp,
49.82,-59.12,sebastes spp,
52.82,-55.08,sebastes spp,
55.85,-55.9,sebastes spp,
58.97,-60.29,sebastes spp,
61.74,-60.82,sebastes spp,
65.34,-58.27,sebastes spp,
67.43,-56.16,sebastes spp,
41,-68,sebastes spp,rock
43.5,-67.17,sebastes spp,rock
44.2,-62.02,sebastes spp,rock
46.8,-59.63,sebastes spp,rock
47.15,-62.97,sebastes spp,rock
49.82,-59.12,sebastes spp,rock
52.82,-55.08,sebastes spp,rock
55.85,-55.9,sebastes spp,rock
58.97,-60.29,sebastes spp,rock
61.74,-60.82,sebastes spp,rock
65.34,-58.27,sebastes spp,rock
67.43,-56.16,sebastes spp,rock
41,-68,sebastes spp,sand
41,-68,sebastes spp,mud
41,-68,sebastes spp,soft-sediment
43.5,-67.17,sebastes spp,sand
43.5,-67.17,sebastes spp,mud
43.5,-67.17,sebastes spp,soft-sediment
44.2,-62.02,sebastes spp,sand
44.2,-62.02,sebastes spp,mud
44.2,-62.02,sebastes spp,soft-sediment
46.8,-59.63,sebastes spp,sand
46.8,-59.63,sebastes spp,mud
46.8,-59.63,sebastes spp,soft-sediment
47.15,-62.97,sebastes spp,sand
47.15,-62.97,sebastes spp,mud
47.15,-62.97,sebastes spp,soft-sediment
49.82,-59.12,sebastes spp,sand
49.82,-59.12,sebastes spp,mud
49.82,-59.12,sebastes spp,soft-sediment
52.82,-55.08,sebastes spp,sand
52.82,-55.08,sebastes spp,mud
52.82,-55.08,sebastes spp,soft-sediment
55.85,-55.9,sebastes spp,sand
55.85,-55.9,sebastes spp,mud
55.85,-55.9,sebastes spp,soft-sediment
58.97,-60.29,sebastes spp,sand
58.97,-60.29,sebastes spp,mud
58.97,-60.29,sebastes spp,soft-sediment
61.74,-60.82,sebastes spp,sand
61.74,-60.82,sebastes spp,mud
61.74,-60.82,sebastes spp,soft-sediment
65.34,-58.27,sebastes spp,sand
65.34,-58.27,sebastes spp,mud
65.34,-58.27,sebastes spp,soft-sediment
67.43,-56.16,sebastes spp,sand
67.43,-56.16,sebastes spp,mud
67.43,-56.16,sebastes spp,soft-sediment
41,-68,sebastes mentella,
43.5,-67.17,sebastes mentella,
44.2,-62.02,sebastes mentella,
46.8,-59.63,sebastes mentella,
47.15,-62.97,sebastes mentella,
49.82,-59.12,sebastes mentella,
52.82,-55.08,sebastes mentella,
55.85,-55.9,sebastes mentella,
58.97,-60.29,sebastes mentella,
61.74,-60.82,sebastes mentella,
65.34,-58.27,sebastes mentella,
67.43,-56.16,sebastes mentella,
41,-68,sebastes mentella,rock
43.5,-67.17,sebastes mentella,rock
44.2,-62.02,sebastes mentella,rock
46.8,-59.63,sebastes mentella,rock
47.15,-62.97,sebastes mentella,rock
49.82,-59.12,sebastes mentella,rock
52.82,-55.08,sebastes mentella,rock
55.85,-55.9,sebastes mentella,rock
58.97,-60.29,sebastes mentella,rock
61.74,-60.82,sebastes mentella,rock
65.34,-58.27,sebastes mentella,rock
67.43,-56.16,sebastes mentella,rock
41,-68,sebastes mentella,sand
41,-68,sebastes mentella,mud
41,-68,sebastes mentella,soft-sediment
43.5,-67.17,sebastes mentella,sand
43.5,-67.17,sebastes mentella,mud
43.5,-67.17,sebastes mentella,soft-sediment
44.2,-62.02,sebastes mentella,sand
44.2,-62.02,sebastes mentella,mud
44.2,-62.02,sebastes mentella,soft-sediment
46.8,-59.63,sebastes mentella,sand
46.8,-59.63,sebastes mentella,mud
46.8,-59.63,sebastes mentella,soft-sediment
47.15,-62.97,sebastes mentella,sand
47.15,-62.97,sebastes mentella,mud
47.15,-62.97,sebastes mentella,soft-sediment
49.82,-59.12,sebastes mentella,sand
49.82,-59.12,sebastes mentella,mud
49.82,-59.12,sebastes mentella,soft-sediment
52.82,-55.08,sebastes mentella,sand
52.82,-55.08,sebastes mentella,mud
52.82,-55.08,sebastes mentella,soft-sediment
55.85,-55.9,sebastes mentella,sand
55.85,-55.9,sebastes mentella,mud
55.85,-55.9,sebastes mentella,soft-sediment
58.97,-60.29,sebastes mentella,sand
58.97,-60.29,sebastes mentella,mud
58.97,-60.29,sebastes mentella,soft-sediment
61.74,-60.82,sebastes mentella,sand
61.74,-60.82,sebastes mentella,mud
61.74,-60.82,sebastes mentella,soft-sediment
65.34,-58.27,sebastes mentella,sand
65.34,-58.27,sebastes mentella,mud
65.34,-58.27,sebastes mentella,soft-sediment
67.43,-56.16,sebastes mentella,sand
67.43,-56.16,sebastes mentella,mud
67.43,-56.16,sebastes mentella,soft-sediment
25.92,-79.71,sicyonia brevirostris,
28.78,-79.93,sicyonia brevirostris,
30.84,-80.5,sicyonia brevirostris,
32.54,-79.27,sicyonia brevirostris,
34.32,-76.24,sicyonia brevirostris,
36.16,-74.37,sicyonia brevirostris,
25.92,-79.71,sicyonia brevirostris,sand
25.92,-79.71,sicyonia brevirostris,soft-sediment
28.78,-79.93,sicyonia brevirostris,sand
28.78,-79.93,sicyonia brevirostris,soft-sediment
30.84,-80.5,sicyonia brevirostris,sand
30.84,-80.5,sicyonia brevirostris,soft-sediment
32.54,-79.27,sicyonia brevirostris,sand
32.54,-79.27,sicyonia brevirostris,soft-sediment
34.32,-76.24,sicyonia brevirostris,sand
34.32,-76.24,sicyonia brevirostris,soft-sediment
36.16,-74.37,sicyonia brevirostris,sand
36.16,-74.37,sicyonia brevirostris,soft-sediment
25.92,-79.71,squalus acanthias,
28.78,-79.93,squalus acanthias,
30.84,-80.5,squalus acanthias,
32.54,-79.27,squalus acanthias,
34.32,-76.24,squalus acanthias,
36.16,-74.37,squalus acanthias,
37,-75,squalus acanthias,
38,-73,squalus acanthias,
40,-72,squalus acanthias,
41,-68,squalus acanthias,
43.5,-67.17,squalus acanthias,
44.2,-62.02,squalus acanthias,
46.8,-59.63,squalus acanthias,
47.15,-62.97,squalus acanthias,
49.82,-59.12,squalus acanthias,
52.82,-55.08,squalus acanthias,
25.92,-79.71,squalus acanthias,sand
25.92,-79.71,squalus acanthias,mud
25.92,-79.71,squalus acanthias,soft-sediment
28.78,-79.93,squalus acanthias,sand
28.78,-79.93,squalus acanthias,mud
28.78,-79.93,squalus acanthias,soft-sediment
30.84,-80.5,squalus acanthias,sand
30.84,-80.5,squalus acanthias,mud
30.84,-80.5,squalus acanthias,soft-sediment
32.54,-79.27,squalus acanthias,sand
32.54,-79.27,squalus acanthias,mud
32.54,-79.27,squalus acanthias,soft-sediment
34.32,-76.24,squalus acanthias,sand
34.32,-76.24,squalus acanthias,mud
34.32,-76.24,squalus acanthias,soft-sediment
36.16,-74.37,squalus acanthias,sand
36.16,-74.37,squalus acanthias,mud
36.16,-74.37,squalus acanthias,soft-sediment
37,-75,squalus acanthias,sand
37,-75,squalus acanthias,mud
37,-75,squalus acanthias,soft-sediment
38,-73,squalus acanthias,sand
38,-73,squalus acanthias,mud
38,-73,squalus acanthias,soft-sediment
40,-72,squalus acanthias,sand
40,-72,squalus acanthias,mud
40,-72,squalus acanthias,soft-sediment
41,-68,squalus acanthias,sand
41,-68,squalus acanthias,mud
41,-68,squalus acanthias,soft-sediment
43.5,-67.17,squalus acanthias,sand
43.5,-67.17,squalus acanthias,mud
43.5,-67.17,squalus acanthias,soft-sediment
44.2,-62.02,squalus acanthias,sand
44.2,-62.02,squalus acanthias,mud
44.2,-62.02,squalus acanthias,soft-sediment
46.8,-59.63,squalus acanthias,sand
46.8,-59.63,squalus acanthias,mud
46.8,-59.63,squalus acanthias,soft-sediment
47.15,-62.97,squalus acanthias,sand
47.15,-62.97,squalus acanthias,mud
47.15,-62.97,squalus acanthias,soft-sediment
49.82,-59.12,squalus acanthias,sand
49.82,-59.12,squalus acanthias,mud
49.82,-59.12,squalus acanthias,soft-sediment
